id,vendor_name,vendor_code,invoice_number,invoice_date,due_date,amount,paid_amount,balance,category,payment_terms,status,currency,description,created_at
1640,World Fuel Services,V-WOR909,AP-71640,2025-08-17,2025-09-01,6888541.4,2638452.29,4250089.11,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-08-17 11:30:00
1641,JLL,V-JLL158,AP-71641,2025-08-18,2025-09-17,325299.92,132606.11,192693.81,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-08-18 11:30:00
1642,SITA,V-SIT591,AP-71642,2025-08-18,2025-09-17,434895.69,93121.99,341773.7,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2025-08-18 11:30:00
1643,Amadeus,V-AMA488,AP-71643,2025-08-19,2025-09-18,1040461.08,219872.17,820588.91,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2025-08-19 11:30:00
1644,Avolon,V-AVO530,AP-71644,2025-08-19,2025-09-18,3676552.65,1479868.43,2196684.22,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2025-08-19 11:30:00
1645,Chevron Aviation,V-CHE958,AP-71645,2025-08-20,2025-09-04,8855416.45,1938332.0,6917084.45,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-08-20 11:30:00
1646,JLL,V-JLL158,AP-71646,2025-08-20,2025-09-19,361819.93,139111.02,222708.91,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-08-20 11:30:00
1647,LSG Sky Chefs,V-LSG959,AP-71647,2025-08-20,2025-09-19,1485567.56,241733.77,1243833.79,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-08-20 11:30:00
1648,GE Aerospace Services,V-GEA951,AP-71648,2025-08-21,2025-09-20,1701115.57,722576.09,978539.48,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-08-21 11:30:00
1649,SMBC Aviation Capital,V-SMB239,AP-71649,2025-08-21,2025-09-20,3514754.06,738084.01,2776670.05,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-08-21 11:30:00
1650,AT&T Business,V-ATT865,AP-71650,2025-08-23,2025-09-22,475272.59,18126.15,457146.44,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2025-08-23 11:30:00
1651,Mastercard Merchant Services,V-MAS103,AP-71651,2025-08-24,2025-09-23,754504.39,99000.18,655504.21,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2025-08-24 11:30:00
1652,Microsoft,V-MIC938,AP-71652,2025-08-24,2025-09-23,517584.99,120349.0,397235.99,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2025-08-24 11:30:00
1653,Atlanta ATL,V-ATL932,AP-71653,2025-08-26,2025-09-10,2332689.75,80262.43,2252427.32,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2025-08-26 11:30:00
1654,dnata,V-DNA868,AP-71654,2025-08-26,2025-09-10,859003.61,179032.15,679971.46,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2025-08-26 11:30:00
1655,dnata Catering,V-DNA350,AP-71655,2025-08-26,2025-09-25,1467999.66,589043.76,878955.9,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2025-08-26 11:30:00
1656,AT&T Business,V-ATT865,AP-71656,2025-08-27,2025-09-26,484911.83,76808.36,408103.47,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2025-08-27 11:30:00
1657,Allianz Global Corporate & Specialty,V-ALL825,AP-71657,2025-08-27,2025-10-11,893815.42,252834.31,640981.11,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2025-08-27 11:30:00
1658,Amadeus,V-AMA488,AP-71658,2025-08-27,2025-09-26,1154924.29,385285.27,769639.02,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2025-08-27 11:30:00
1659,World Fuel Services,V-WOR909,AP-71659,2025-08-28,2025-09-12,10104195.82,1758430.1,8345765.72,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-08-28 11:30:00
1660,LSG Sky Chefs,V-LSG959,AP-71660,2025-08-29,2025-09-28,1424142.16,364755.33,1059386.83,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-08-29 11:30:00
1661,Mastercard Merchant Services,V-MAS103,AP-71661,2025-08-29,2025-09-28,768326.56,276880.53,491446.03,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2025-08-29 11:30:00
1662,AAR Corp,V-AAR941,AP-71662,2025-08-30,2025-09-29,2656492.2,185758.71,2470733.49,Maintenance,Net 30,Overdue,USD,Maintenance services from AAR Corp,2025-08-30 11:30:00
1663,AIG Aviation,V-AIG150,AP-71663,2025-08-30,2025-10-14,1015065.53,218705.8,796359.73,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2025-08-30 11:30:00
1664,Gate Gourmet,V-GAT696,AP-71664,2025-08-30,2025-09-29,1725249.18,344477.66,1380771.52,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2025-08-30 11:30:00
1665,SMBC Aviation Capital,V-SMB239,AP-71665,2025-08-31,2025-09-30,4282647.11,1351652.7,2930994.41,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-08-31 11:30:00
1666,Marsh Aviation,V-MAR666,AP-71666,2025-09-01,2025-10-16,719059.3,280799.04,438260.26,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2025-09-01 11:30:00
1667,Mastercard Merchant Services,V-MAS103,AP-71667,2025-09-01,2025-10-01,594113.2,127342.41,466770.79,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2025-09-01 11:30:00
1668,Microsoft,V-MIC938,AP-71668,2025-09-02,2025-10-02,343066.94,2713.17,340353.77,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2025-09-02 11:30:00
1669,World Fuel Services,V-WOR909,AP-71669,2025-09-02,2025-09-17,10271382.91,1300064.17,8971318.74,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-09-02 11:30:00
1670,Sabre Travel Network,V-SAB834,AP-71670,2025-09-03,2025-10-03,933183.62,280973.16,652210.46,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2025-09-03 11:30:00
1671,World Fuel Services,V-WOR909,AP-71671,2025-09-03,2025-09-18,4981518.81,67801.03,4913717.78,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-09-03 11:30:00
1672,Visa Merchant Services,V-VIS840,AP-71672,2025-09-04,2025-10-04,611789.71,215925.81,395863.9,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-09-04 11:30:00
1673,Signature Aviation,V-SIG943,AP-71673,2025-09-05,2025-09-20,1567401.9,636442.37,930959.53,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2025-09-05 11:30:00
1674,Sabre Travel Network,V-SAB834,AP-71674,2025-09-06,2025-10-06,1033803.43,413749.08,620054.35,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2025-09-06 11:30:00
1675,World Fuel Services,V-WOR909,AP-71675,2025-09-06,2025-09-21,11480549.92,4167071.0,7313478.92,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-09-06 11:30:00
1676,Gate Gourmet,V-GAT696,AP-71676,2025-09-07,2025-10-07,1192861.98,372111.58,820750.4,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2025-09-07 11:30:00
1677,SMBC Aviation Capital,V-SMB239,AP-71677,2025-09-07,2025-10-07,3423673.55,315400.59,3108272.96,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-09-07 11:30:00
1678,Pratt & Whitney Services,V-PRA964,AP-71678,2025-09-08,2025-10-08,1588563.98,392323.97,1196240.01,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2025-09-08 11:30:00
1679,AerCap,V-AER832,AP-71679,2025-09-09,2025-10-09,2791647.0,247857.66,2543789.34,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2025-09-09 11:30:00
1680,Lufthansa Technik,V-LUF443,AP-71680,2025-09-10,2025-10-10,2072914.86,789058.46,1283856.4,Maintenance,Net 30,Overdue,USD,Maintenance services from Lufthansa Technik,2025-09-10 11:30:00
1681,Chevron Aviation,V-CHE958,AP-71681,2025-09-11,2025-09-26,4586393.28,234162.8,4352230.48,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-09-11 11:30:00
1682,Delta TechOps,V-DEL976,AP-71682,2025-09-11,2025-10-11,2300828.19,125992.62,2174835.57,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2025-09-11 11:30:00
1683,GE Aerospace Services,V-GEA951,AP-71683,2025-09-11,2025-10-11,1772294.85,424948.96,1347345.89,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-09-11 11:30:00
1684,ConEdison,V-CON551,AP-71684,2025-09-13,2025-10-13,366218.31,97784.66,268433.65,General Admin,Net 30,Overdue,USD,General Admin services from ConEdison,2025-09-13 11:30:00
1685,dnata Catering,V-DNA350,AP-71685,2025-09-13,2025-10-13,1063573.25,123304.71,940268.54,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2025-09-13 11:30:00
1686,CBRE,V-CBR654,AP-71686,2025-09-14,2025-10-14,335336.7,106792.47,228544.23,General Admin,Net 30,Overdue,USD,General Admin services from CBRE,2025-09-14 11:30:00
1687,LSG Sky Chefs,V-LSG959,AP-71687,2025-09-15,2025-10-15,1058163.04,450852.17,607310.87,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-09-15 11:30:00
1688,AT&T Business,V-ATT865,AP-71688,2025-09-16,2025-10-16,364221.64,153840.61,210381.03,General Admin,Net 30,Overdue,USD,General Admin services from AT&T Business,2025-09-16 11:30:00
1689,Avolon,V-AVO530,AP-71689,2025-09-17,2025-10-17,3133852.24,484368.68,2649483.56,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2025-09-17 11:30:00
1690,Swissport Fueling,V-SWI553,AP-71690,2025-09-17,2025-10-02,1365486.21,182206.82,1183279.39,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2025-09-17 11:30:00
1691,LSG Sky Chefs,V-LSG959,AP-71691,2025-09-19,2025-10-19,1165813.37,113973.44,1051839.93,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-09-19 11:30:00
1692,Los Angeles LAX,V-LOS944,AP-71692,2025-09-19,2025-10-04,2418284.45,849674.5,1568609.95,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2025-09-19 11:30:00
1693,Microsoft,V-MIC938,AP-71693,2025-09-19,2025-10-19,425202.3,158649.99,266552.31,General Admin,Net 30,Overdue,USD,General Admin services from Microsoft,2025-09-19 11:30:00
1694,SMBC Aviation Capital,V-SMB239,AP-71694,2025-09-19,2025-10-19,3843387.4,1688890.18,2154497.22,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-09-19 11:30:00
1695,Swissport,V-SWI574,AP-71695,2025-09-19,2025-10-04,888742.01,395093.14,493648.87,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Swissport,2025-09-19 11:30:00
1696,Amadeus,V-AMA488,AP-71696,2025-09-20,2025-10-20,1169203.86,251392.71,917811.15,Distribution,Net 30,Overdue,USD,Distribution services from Amadeus,2025-09-20 11:30:00
1697,Chevron Aviation,V-CHE958,AP-71697,2025-09-20,2025-10-05,6738571.51,25845.6,6712725.91,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-09-20 11:30:00
1698,Visa Merchant Services,V-VIS840,AP-71698,2025-09-20,2025-10-20,700112.89,140503.39,559609.5,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-09-20 11:30:00
1699,Chevron Aviation,V-CHE958,AP-71699,2025-09-21,2025-10-06,2954282.4,1156718.67,1797563.73,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-09-21 11:30:00
1700,American Express Merchant,V-AME382,AP-71700,2025-09-22,2025-10-22,635271.52,75180.54,560090.98,Distribution,Net 30,Overdue,USD,Distribution services from American Express Merchant,2025-09-22 11:30:00
1701,Marsh Aviation,V-MAR666,AP-71701,2025-09-22,2025-11-06,772428.26,125475.08,646953.18,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2025-09-22 11:30:00
1702,Menzies Aviation,V-MEN381,AP-71702,2025-09-23,2025-10-08,702561.56,121187.93,581373.63,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Menzies Aviation,2025-09-23 11:30:00
1703,Sabre Travel Network,V-SAB834,AP-71703,2025-09-23,2025-10-23,932980.94,83380.54,849600.4,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2025-09-23 11:30:00
1704,World Fuel Services,V-WOR909,AP-71704,2025-09-23,2025-10-08,2366325.12,3681.07,2362644.05,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-09-23 11:30:00
1705,Atlanta ATL,V-ATL932,AP-71705,2025-09-24,2025-10-09,2127801.29,239394.28,1888407.01,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2025-09-24 11:30:00
1706,Swissport Fueling,V-SWI553,AP-71706,2025-09-24,2025-10-09,1546333.63,613038.07,933295.56,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Swissport Fueling,2025-09-24 11:30:00
1707,Signature Aviation,V-SIG943,AP-71707,2025-09-26,2025-10-11,1505167.39,124336.92,1380830.47,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2025-09-26 11:30:00
1708,JLL,V-JLL158,AP-71708,2025-09-27,2025-10-27,359893.62,158932.2,200961.42,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-09-27 11:30:00
1709,Marsh Aviation,V-MAR666,AP-71709,2025-09-28,2025-11-12,756100.51,272908.82,483191.69,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2025-09-28 11:30:00
1710,SITA,V-SIT591,AP-71710,2025-09-28,2025-10-28,409850.88,183550.29,226300.59,General Admin,Net 30,Overdue,USD,General Admin services from SITA,2025-09-28 11:30:00
1711,Chicago ORD,V-CHI855,AP-71711,2025-09-29,2025-10-14,2067394.7,273571.01,1793823.69,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Chicago ORD,2025-09-29 11:30:00
1712,Travelport,V-TRA903,AP-71712,2025-09-29,2025-10-29,961769.92,416668.53,545101.39,Distribution,Net 30,Overdue,USD,Distribution services from Travelport,2025-09-29 11:30:00
1713,GE Aerospace Services,V-GEA951,AP-71713,2025-09-30,2025-10-30,1556492.46,538668.88,1017823.58,Maintenance,Net 30,Overdue,USD,Maintenance services from GE Aerospace Services,2025-09-30 11:30:00
1714,Los Angeles LAX,V-LOS944,AP-71714,2025-09-30,2025-10-15,2189325.41,604568.75,1584756.66,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Los Angeles LAX,2025-09-30 11:30:00
1715,Visa Merchant Services,V-VIS840,AP-71715,2025-09-30,2025-10-30,628653.71,166419.19,462234.52,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-09-30 11:30:00
1716,World Fuel Services,V-WOR909,AP-71716,2025-09-30,2025-10-15,636961.48,71312.83,565648.65,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from World Fuel Services,2025-09-30 11:30:00
1717,dnata Catering,V-DNA350,AP-71717,2025-10-01,2025-10-31,1131720.87,499661.2,632059.67,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2025-10-01 11:30:00
1718,AIG Aviation,V-AIG150,AP-71718,2025-10-02,2025-11-16,841627.21,391712.33,449914.88,Insurance,Net 45,Overdue,USD,Insurance services from AIG Aviation,2025-10-02 11:30:00
1719,Allianz Global Corporate & Specialty,V-ALL825,AP-71719,2025-10-03,2025-11-17,908636.49,328571.35,580065.14,Insurance,Net 45,Overdue,USD,Insurance services from Allianz Global Corporate & Specialty,2025-10-03 11:30:00
1720,Chevron Aviation,V-CHE958,AP-71720,2025-10-03,2025-10-18,11509170.59,4818328.72,6690841.87,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-10-03 11:30:00
1721,Sabre Travel Network,V-SAB834,AP-71721,2025-10-04,2025-11-03,1151584.27,312512.4,839071.87,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2025-10-04 11:30:00
1722,Signature Aviation,V-SIG943,AP-71722,2025-10-04,2025-10-19,1818353.69,319044.63,1499309.06,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2025-10-04 11:30:00
1723,Visa Merchant Services,V-VIS840,AP-71723,2025-10-04,2025-11-03,689904.58,76281.97,613622.61,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-10-04 11:30:00
1724,Marsh Aviation,V-MAR666,AP-71724,2025-10-05,2025-11-19,735548.96,595365.92,140183.04,Insurance,Net 45,Overdue,USD,Insurance services from Marsh Aviation,2025-10-05 11:30:00
1725,Pratt & Whitney Services,V-PRA964,AP-71725,2025-10-05,2025-11-04,1675931.12,501302.0,1174629.12,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2025-10-05 11:30:00
1726,Signature Aviation,V-SIG943,AP-71726,2025-10-05,2025-10-20,1763532.5,34328.25,1729204.25,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Signature Aviation,2025-10-05 11:30:00
1727,dnata Catering,V-DNA350,AP-71727,2025-10-05,2025-11-04,1210764.12,54876.18,1155887.94,Catering,Net 30,Overdue,USD,Catering services from dnata Catering,2025-10-05 11:30:00
1728,Chevron Aviation,V-CHE958,AP-71728,2025-10-06,2025-10-21,1363906.42,389906.24,974000.18,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-10-06 11:30:00
1729,LSG Sky Chefs,V-LSG959,AP-71729,2025-10-07,2025-11-06,1057728.95,206068.03,851660.92,Catering,Net 30,Overdue,USD,Catering services from LSG Sky Chefs,2025-10-07 11:30:00
1730,Pratt & Whitney Services,V-PRA964,AP-71730,2025-10-07,2025-11-06,1650762.4,559418.72,1091343.68,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2025-10-07 11:30:00
1731,Denver DEN,V-DEN420,AP-71731,2025-10-08,2025-10-23,1954653.14,526757.04,1427896.1,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Denver DEN,2025-10-08 11:30:00
1732,Rolls-Royce TotalCare,V-ROL451,AP-71732,2025-10-08,2025-11-07,1560799.74,159150.45,1401649.29,Maintenance,Net 30,Overdue,USD,Maintenance services from Rolls-Royce TotalCare,2025-10-08 11:30:00
1733,Sabre Travel Network,V-SAB834,AP-71733,2025-10-08,2025-11-07,1017426.18,136489.64,880936.54,Distribution,Net 30,Overdue,USD,Distribution services from Sabre Travel Network,2025-10-08 11:30:00
1734,Chevron Aviation,V-CHE958,AP-71734,2025-10-09,2025-10-24,10445501.9,2031896.72,8413605.18,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Chevron Aviation,2025-10-09 11:30:00
1735,Menzies Aviation,V-MEN381,AP-71735,2025-10-09,2025-10-24,1625614.88,29408.74,1596206.14,Fuel Supply,Net 15,Overdue,USD,Fuel Supply services from Menzies Aviation,2025-10-09 11:30:00
1736,SMBC Aviation Capital,V-SMB239,AP-71736,2025-10-09,2025-11-08,3135815.08,218337.62,2917477.46,Lease Expense,Net 30,Overdue,USD,Lease Expense services from SMBC Aviation Capital,2025-10-09 11:30:00
1737,Atlanta ATL,V-ATL932,AP-71737,2025-10-11,2025-10-26,2316606.33,499979.11,1816627.22,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Atlanta ATL,2025-10-11 11:30:00
1738,JLL,V-JLL158,AP-71738,2025-10-11,2025-11-10,324298.17,87261.28,237036.89,General Admin,Net 30,Overdue,USD,General Admin services from JLL,2025-10-11 11:30:00
1739,Avolon,V-AVO530,AP-71739,2025-10-12,2025-11-11,3198792.62,1128157.16,2070635.46,Lease Expense,Net 30,Overdue,USD,Lease Expense services from Avolon,2025-10-12 11:30:00
1740,dnata,V-DNA868,AP-71740,2025-10-12,2025-10-27,892496.97,243961.98,648534.99,Airport Fees,Net 15,Overdue,USD,Airport Fees services from dnata,2025-10-12 11:30:00
1741,AerCap,V-AER832,AP-71741,2025-10-13,2025-11-12,2986617.09,973163.26,2013453.83,Lease Expense,Net 30,Overdue,USD,Lease Expense services from AerCap,2025-10-13 11:30:00
1742,Gate Gourmet,V-GAT696,AP-71742,2025-10-14,2025-11-13,1156211.63,474789.64,681421.99,Catering,Net 30,Overdue,USD,Catering services from Gate Gourmet,2025-10-14 11:30:00
1743,Mastercard Merchant Services,V-MAS103,AP-71743,2025-10-14,2025-11-13,607426.87,248687.65,358739.22,Distribution,Net 30,Overdue,USD,Distribution services from Mastercard Merchant Services,2025-10-14 11:30:00
1744,Menzies Aviation,V-MEN381,AP-71744,2025-10-15,2025-10-30,774071.13,103638.32,670432.81,Airport Fees,Net 15,Overdue,USD,Airport Fees services from Menzies Aviation,2025-10-15 11:30:00
1745,Delta TechOps,V-DEL976,AP-71745,2025-10-17,2025-11-16,2387282.29,1181799.0,1205483.29,Maintenance,Net 30,Overdue,USD,Maintenance services from Delta TechOps,2025-10-17 11:30:00
1746,Pratt & Whitney Services,V-PRA964,AP-71746,2025-10-17,2025-11-16,1647312.58,1157804.12,489508.46,Maintenance,Net 30,Overdue,USD,Maintenance services from Pratt & Whitney Services,2025-10-17 11:30:00
1747,Visa Merchant Services,V-VIS840,AP-71747,2025-10-17,2025-11-16,666516.18,268647.67,397868.51,Distribution,Net 30,Overdue,USD,Distribution services from Visa Merchant Services,2025-10-17 11:30:00
